"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EncPorchSF","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SalePrice"
"771",771,"160","RM",21,1680,NA,"Reg","Lvl","Inside","Gtl","other","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","HdBoard","HdBoard","BrkFace",297,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,483,483,"GasA","Avg","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Avg",5,"Typ",1,"BelowAvg","Attchd",1972,"Unf",1,288,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,6,2006,"WD",94500
"772",772,"50","RL",67,12354,"Grvl","Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","Avg","BelowAvg","Mn","Unf",0,"Unf",0,684,684,"GasA","AboveAvg","Y","SBrkr",684,512,0,1196,0,0,1,0,3,1,"AboveAvg",7,"Typ",0,NA,"Detchd",2005,"Unf",2,528,"Avg","Avg","Y",0,46,0,0,NA,"GdPrv","Shed",800,8,2009,"other",110000
"773",773,"60","RL",74,7844,NA,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","2Story",6,7,1978,1978,"Hip","HdBoard","HdBoard","BrkFace",203,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",209,"Unf",0,463,672,"GasA","Avg","Y","SBrkr",672,728,0,1400,0,0,1,1,3,1,"Avg",6,"Typ",1,"Avg","Attchd",1978,"Fin",2,440,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,3,2006,"WD",149500
"774",774,"20","RL",65,8450,NA,"Reg","Lvl","Inside","Gtl","Sawyer","RR","1Fam","1Story",5,8,1965,2009,"Gable","MetalSd","MetalSd","None",0,"Avg","AboveAvg","CBlock","Avg","Avg","No","GLQ",553,"BLQ",117,224,894,"GasA","AboveAvg","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"Avg",5,"Typ",1,"AboveAvg","Detchd",1973,"Unf",1,336,"Avg","Avg","Y",416,144,0,0,NA,"MnPrv",NA,0,4,2010,"WD",138500
"775",775,"70","RL",60,13515,"Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","2Story",6,6,1919,1950,"other","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","PConc","Avg","Avg","No","Unf",0,"Unf",0,764,764,"GasA","AboveAvg","Y","FuseA",1060,764,0,1824,0,0,1,0,3,1,"Avg",8,"Typ",1,"AboveAvg","Detchd",1940,"Unf",2,520,"Avg","Avg","N",0,0,126,0,NA,"GdPrv",NA,0,7,2007,"WD",180500
"776",776,"20","RL",129,16737,NA,"Reg","Lvl","other","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2004,2005,"Hip","VinylSd","VinylSd","BrkFace",66,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",1447,"Unf",0,533,1980,"GasA","AboveAvg","Y","SBrkr",1980,0,0,1980,1,0,2,0,3,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",2004,"Fin",3,770,"Avg","Avg","Y",194,45,0,0,NA,NA,NA,0,9,2006,"WD",315000
"777",777,"70","RM",60,7740,NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story",4,7,1910,1950,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","CBlock","BelowAvg","Avg","No","Unf",0,"Unf",0,622,622,"GasA","AboveAvg","Y","SBrkr",741,622,0,1363,0,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Detchd",1966,"Unf",2,528,"Avg","Avg","Y",0,0,168,0,NA,NA,NA,0,6,2010,"WD",125500
"778",778,"60","RL",NA,8000,NA,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1995,1996,"Gable","HdBoard","HdBoard","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",219,"Unf",0,554,773,"GasA","AboveAvg","Y","SBrkr",773,885,0,1658,1,0,2,1,3,1,"Avg",8,"Typ",1,"Avg","Attchd",1995,"Fin",2,431,"Avg","Avg","Y",224,84,0,0,NA,NA,NA,0,6,2008,"WD",188000
"779",779,"30","RM",60,6911,NA,"Reg","Lvl","other","Gtl","BrkSide","Feedr","1Fam","1Story",5,5,1924,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","PConc","Avg","Avg","Mn","LwQ",405,"Unf",0,740,1145,"GasA","Avg","Y","SBrkr",1301,0,0,1301,0,0,1,0,2,1,"BelowAvg",5,"Min1",0,NA,"Detchd",1965,"Unf",2,440,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,10,2009,"WD",100000
"780",780,"30","RM",50,6000,NA,"Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1Story",6,6,1925,1980,"Gable","MetalSd","MetalSd","None",0,"Avg","AboveAvg","BrkTil","Avg","Avg","No","BLQ",397,"Unf",0,706,1103,"GasA","AboveAvg","Y","SBrkr",1103,0,0,1103,0,0,1,0,2,1,"AboveAvg",5,"Typ",1,"AboveAvg","Detchd",1976,"Unf",2,440,"Avg","Avg","Y",166,120,0,0,NA,"MnPrv",NA,0,7,2006,"WD",110500
"781",781,"50","RM",50,6000,NA,"Reg","Lvl","Corner","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,884,884,"GasA","AboveAvg","Y","SBrkr",884,464,0,1348,1,0,1,0,3,1,"Avg",5,"Typ",1,"BelowAvg","Detchd",1960,"Unf",1,216,"Avg","Avg","N",0,0,208,0,NA,NA,NA,0,5,2009,"WD",117000
"782",782,"70","RM",121,17671,"Grvl","Reg","Lvl","Corner","Gtl","OldTown","Artery","1Fam","2Story",8,9,1882,1986,"Gable","Wd Sdng","Wd Sdng","None",0,"AboveAvg","AboveAvg","BrkTil","Avg","Avg","No","BLQ",216,"Unf",0,700,916,"GasA","AboveAvg","Y","SBrkr",916,826,0,1742,0,0,1,1,4,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",1925,"Unf",2,424,"Avg","Avg","P",0,169,0,0,NA,NA,NA,0,11,2009,"WD",168000
"783",783,"60","RL",85,14191,NA,"Reg","Lvl","Inside","Gtl","Timber","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,967,967,"GasA","AboveAvg","Y","SBrkr",993,915,0,1908,0,0,2,1,4,1,"AboveAvg",9,"Typ",0,NA,"Attchd",2002,"Fin",2,431,"Avg","Avg","Y",135,0,0,0,NA,NA,NA,0,4,2010,"WD",202900
"784",784,"20","RL",89,10680,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,3,1951,1951,"Hip","Wd Sdng","Wd Sdng","BrkFace",44,"Avg","Avg","CBlock","Avg","BelowAvg","No","LwQ",756,"Unf",0,1380,2136,"GasA","Avg","N","FuseA",2136,0,0,2136,0,0,2,0,4,1,"Avg",7,"Mod",0,NA,"Detchd",1951,"Unf",2,528,"Avg","Avg","Y",0,30,0,0,NA,"MnPrv",NA,0,10,2006,"WD",137900
"785",785,"20","RL",70,9100,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",244,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",1400,"Unf",0,125,1525,"GasA","AboveAvg","Y","SBrkr",1525,0,0,1525,1,0,2,0,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",2000,"RFn",2,541,"Avg","Avg","Y",219,36,0,0,NA,NA,NA,0,9,2006,"WD",235000
"786",786,"20","RL",72,9000,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1956,1956,"Gable","Wd Sdng","Wd Sdng","BrkFace",74,"Avg","Avg","CBlock","AboveAvg","Avg","No","LwQ",616,"Unf",0,580,1196,"GasA","AboveAvg","Y","FuseA",1196,0,0,1196,1,0,1,0,2,1,"Avg",6,"Typ",1,"AboveAvg","Attchd",1956,"RFn",1,297,"Avg","Avg","Y",0,44,0,0,NA,NA,NA,0,5,2008,"WD",139000
"787",787,"20","RL",75,11235,NA,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",4,5,1963,1979,"Gable","HdBoard","HdBoard","BrkFace",51,"Avg","Avg","CBlock","Avg","Avg","No","Rec",547,"Unf",0,504,1051,"GasA","AboveAvg","Y","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"Avg",6,"Typ",1,"BelowAvg","Attchd",1974,"Unf",2,459,"Avg","Avg","Y",0,82,0,0,NA,NA,NA,0,10,2006,"WD",148000
"788",788,"20","RL",NA,9945,NA,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1961,1961,"Hip","Wd Sdng","Wd Sdng","BrkFace",57,"Avg","Avg","CBlock","Avg","Avg","No","Rec",827,"Unf",0,161,988,"GasA","Avg","Y","SBrkr",988,0,0,988,1,0,1,0,3,1,"Avg",5,"Typ",0,NA,"Detchd",1963,"Unf",2,572,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,10,2007,"WD",128500
"789",789,"20","RL",90,11248,NA,"IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story",9,5,2002,2002,"Hip","VinylSd","VinylSd","Stone",215,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",1059,"Unf",0,567,1626,"GasA","AboveAvg","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",2002,"Fin",3,702,"Avg","Avg","Y",257,45,0,0,NA,NA,NA,0,7,2007,"WD",285000
"790",790,"190","RL",62,10106,NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","2fmCon","1.5Fin",5,7,1940,1999,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","AboveAvg","BrkTil","Avg","Avg","No","ALQ",351,"Rec",181,112,644,"GasA","AboveAvg","Y","SBrkr",808,547,0,1355,1,0,2,0,4,2,"Avg",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",140,0,0,0,NA,NA,NA,0,9,2008,"WD",127500
"791",791,"50","RM",75,13710,NA,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",5,5,1950,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",420,"Unf",0,490,910,"GasA","Avg","Y","FuseA",910,648,0,1558,0,0,1,1,4,1,"Avg",6,"Typ",0,NA,"Attchd",1950,"Unf",1,282,"Avg","Avg","Y",289,0,0,0,NA,"MnPrv",NA,0,6,2007,"WD",152000
"792",792,"20","RL",65,6768,NA,"IR1","Lvl","Inside","Gtl","Sawyer","Feedr","1Fam","1Story",6,8,1961,1996,"Hip","HdBoard","HdBoard","None",0,"Avg","AboveAvg","CBlock","Avg","Avg","Mn","GLQ",832,"Unf",0,80,912,"GasA","AboveAvg","Y","SBrkr",912,0,0,912,1,1,1,0,3,1,"AboveAvg",5,"Typ",0,NA,"Detchd",1962,"Unf",1,288,"Avg","Avg","Y",168,0,0,0,NA,"GdPrv",NA,0,5,2008,"WD",142000
"793",793,"160","RM",32,3363,NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","Stone",117,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,976,976,"GasA","AboveAvg","Y","SBrkr",976,732,0,1708,0,0,2,0,3,1,"AboveAvg",7,"Maj1",0,NA,"Detchd",2004,"Unf",2,380,"Avg","Avg","Y",0,40,0,0,NA,NA,NA,0,4,2006,"WD",130000
"794",794,"20","RL",75,10084,NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","Stone",186,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",1369,"Unf",0,317,1686,"GasA","AboveAvg","Y","SBrkr",1694,0,0,1694,1,0,2,0,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",2004,"RFn",2,636,"Avg","Avg","Y",255,57,0,0,NA,NA,NA,0,8,2007,"WD",307000
"795",795,"60","RL",66,16226,NA,"IR3","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,1998,1999,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",281,"Unf",0,747,1028,"GasA","AboveAvg","Y","SBrkr",1210,1242,0,2452,0,0,2,1,4,1,"AboveAvg",9,"Typ",1,"Avg","BuiltIn",1998,"Fin",2,683,"Avg","Avg","Y",208,50,0,0,NA,NA,NA,0,5,2007,"WD",267000
"796",796,"80","RL",75,9750,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl",5,5,1967,1967,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","Avg","Avg","Av","ALQ",400,"Rec",480,100,980,"GasA","AboveAvg","Y","SBrkr",980,0,0,980,0,0,2,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1967,"Fin",1,384,"Avg","Avg","Y",68,0,0,0,NA,NA,NA,0,10,2006,"WD",135500
"797",797,"50","RL",52,8741,NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",6,4,1945,1950,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","CBlock","Avg","BelowAvg","No","LwQ",94,"Unf",0,641,735,"GasA","Avg","Y","FuseA",798,689,0,1487,0,0,1,1,3,1,"Avg",7,"Typ",1,"AboveAvg","Detchd",1949,"Unf",1,220,"Avg","Avg","Y",0,140,0,0,NA,"MnPrv",NA,0,4,2010,"WD",113000
"798",798,"60","RL",85,10625,NA,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","BrkFace",292,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",866,"Unf",0,132,998,"GasA","AboveAvg","Y","SBrkr",1006,1040,0,2046,1,0,2,1,3,1,"AboveAvg",8,"Typ",1,"AboveAvg","BuiltIn",2003,"RFn",3,871,"Avg","Avg","Y",320,62,0,0,NA,NA,NA,0,8,2008,"WD",284000
"799",799,"30","RL",67,8777,NA,"Reg","Lvl","Inside","Gtl","Edwards","Feedr","1Fam","1Story",5,7,1910,1950,"Gable","MetalSd","Wd Sdng","None",0,"Avg","Avg","CBlock","BelowAvg","Avg","No","Unf",0,"Unf",0,796,796,"GasA","AboveAvg","Y","FuseA",796,0,0,796,0,0,1,0,2,1,"Avg",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"P",328,0,164,0,NA,"MnPrv",NA,0,5,2008,"WD",85000
"800",800,"160","FV",34,3230,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",894,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",381,"Unf",0,348,729,"GasA","AboveAvg","Y","SBrkr",742,729,0,1471,0,0,2,1,3,1,"Avg",6,"Typ",0,NA,"Detchd",1999,"Unf",2,440,"Avg","Avg","Y",0,24,0,0,NA,NA,NA,0,3,2009,"WD",172500
"801",801,"20","RL",107,11362,NA,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2004,2005,"Gable","MetalSd","MetalSd","Stone",42,"AboveAvg","Avg","PConc","AboveAvg","Avg","Mn","GLQ",1039,"Unf",0,797,1836,"GasA","AboveAvg","Y","SBrkr",1836,0,0,1836,1,0,2,0,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",2004,"Fin",3,862,"Avg","Avg","Y",125,185,0,0,NA,NA,NA,0,3,2009,"WD",280000
"802",802,"20","RL",74,10206,NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",3,3,1952,1952,"other","other","other","None",0,"Avg","Avg","other",NA,NA,NA,NA,0,NA,0,0,0,"other","BelowAvg","N","FuseF",944,0,0,944,0,0,1,0,2,1,"BelowAvg",4,"Min1",0,NA,"Detchd",1956,"Unf",2,528,"Avg","BelowAvg","Y",0,0,0,0,NA,NA,NA,0,7,2009,"WD",82000
"803",803,"20","RL",64,10475,NA,"IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",72,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,1694,1694,"GasA","AboveAvg","Y","SBrkr",1694,0,0,1694,0,0,2,0,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2008,"RFn",3,776,"Avg","Avg","Y",160,33,0,0,NA,NA,NA,0,2,2010,"WD",245350
"804",804,"20","RL",70,10171,NA,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",168,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",2,"Unf",0,1515,1517,"GasA","AboveAvg","Y","SBrkr",1535,0,0,1535,0,0,2,0,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2004,"RFn",2,532,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,3,2010,"WD",214000
"805",805,"190","RL",55,5687,"Grvl","Reg","Bnk","Inside","Gtl","other","Norm","2fmCon","2Story",5,6,1912,2000,"Gable","VinylSd","VinylSd","None",0,"Avg","BelowAvg","PConc","Avg","BelowAvg","No","Rec",210,"Unf",0,570,780,"GasA","AboveAvg","N","SBrkr",936,780,0,1716,1,0,2,0,6,1,"BelowAvg",9,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,184,0,0,NA,NA,NA,0,3,2008,"WD",135900
"806",806,"70","RL",120,13728,NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","2Story",6,7,1935,1986,"Hip","other","other","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Rec",626,"Unf",0,501,1127,"GasA","AboveAvg","Y","SBrkr",1236,872,0,2108,0,0,2,0,4,1,"AboveAvg",7,"Typ",2,"Avg","Basment",1935,"Unf",2,540,"Avg","Avg","Y",0,0,90,0,NA,NA,NA,0,7,2008,"WD",235000
"807",807,"20","RL",66,8923,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1953,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",643,"Unf",0,365,1008,"GasA","AboveAvg","Y","SBrkr",1008,0,0,1008,1,0,1,0,2,1,"AboveAvg",6,"Typ",0,NA,"Attchd",1953,"Unf",1,240,"Avg","Avg","Y",0,18,0,0,NA,NA,NA,0,5,2007,"WD",134500
"808",808,"120","RL",55,7892,NA,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","TwnhsE","1Story",6,5,1979,1979,"Gable","Plywood","Plywood","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","No","Unf",0,"Unf",0,918,918,"GasA","Avg","Y","SBrkr",918,0,0,918,0,0,2,0,2,1,"Avg",5,"Typ",1,"Avg","Attchd",1979,"Unf",1,264,"Avg","Avg","Y",28,0,0,0,NA,NA,NA,0,4,2010,"WD",99500
"809",809,"20","RL",57,6420,NA,"IR1","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,7,1952,1952,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","PConc","AboveAvg","AboveAvg","Mn","LwQ",210,"ALQ",551,219,980,"GasA","BelowAvg","Y","FuseA",1148,0,0,1148,0,1,1,0,2,1,"Avg",6,"Typ",0,NA,"Detchd",1952,"Unf",1,308,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,9,2006,"WD",123500
"810",810,"90","RH",60,8400,NA,"Reg","Lvl","Inside","Gtl","SawyerW","Feedr","Duplex","1Story",5,5,1977,1977,"Gable","Plywood","Plywood","BrkFace",320,"Avg","Avg","other",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Avg","Y","SBrkr",2020,0,0,2020,0,0,2,0,4,2,"Avg",10,"Typ",2,"Avg","Detchd",1977,"Unf",2,630,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,10,2007,"WD",144000
"811",811,"20","RL",89,12461,NA,"Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","1Story",8,5,1994,1995,"Gable","other","other","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",1456,"Unf",0,168,1624,"GasA","AboveAvg","Y","SBrkr",1624,0,0,1624,1,0,2,0,2,1,"AboveAvg",5,"Typ",1,"BelowAvg","Attchd",1994,"RFn",3,757,"Avg","Avg","Y",0,114,192,0,NA,"GdPrv",NA,0,7,2006,"WD",262000
"812",812,"60","RL",70,8400,NA,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,6,1980,1981,"Gable","HdBoard","HdBoard","BrkFace",130,"Avg","Avg","CBlock","AboveAvg","Avg","No","Unf",0,"Unf",0,650,650,"GasA","Avg","Y","SBrkr",888,676,0,1564,0,0,2,1,3,1,"Avg",7,"Typ",1,"Avg","Attchd",1980,"Unf",2,476,"Avg","Avg","Y",0,50,204,0,NA,"MnPrv",NA,0,4,2010,"WD",171000
"813",813,"50","RL",NA,15660,NA,"IR1","Lvl","Corner","Gtl","Crawfor","Norm","1Fam","1.5Fin",7,9,1939,2006,"Gable","VinylSd","VinylSd","BrkFace",312,"AboveAvg","AboveAvg","CBlock","Avg","Avg","No","BLQ",341,"Unf",0,457,798,"GasA","AboveAvg","Y","SBrkr",1137,817,0,1954,0,1,1,1,3,1,"AboveAvg",8,"Typ",2,"Avg","Attchd",1939,"Unf",2,431,"Avg","Avg","Y",0,119,150,0,NA,NA,NA,0,5,2008,"WD",311500
"814",814,"30","RM",71,6900,NA,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",5,6,1940,1955,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",403,"Rec",125,212,740,"GasA","AboveAvg","Y","SBrkr",778,0,0,778,0,0,1,0,2,1,"Avg",4,"Typ",1,"AboveAvg","Detchd",1966,"Fin",1,924,"AboveAvg","AboveAvg","Y",0,25,0,0,NA,NA,NA,0,2,2008,"WD",120500
"815",815,"90","RL",NA,7032,NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","Gd","GLQ",943,"Unf",0,0,943,"GasA","Avg","Y","SBrkr",943,0,0,943,1,0,1,0,2,1,"Avg",4,"Typ",2,"Avg","Detchd",1979,"Unf",2,600,"Avg","Avg","Y",42,0,0,0,NA,NA,NA,0,12,2006,"WD",135960
"816",816,"50","RL",54,7681,NA,"IR1","Lvl","other","Gtl","Crawfor","Norm","1Fam","1.5Fin",5,6,1921,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,731,731,"GasA","AboveAvg","Y","SBrkr",820,523,0,1343,0,0,1,1,3,1,"Avg",7,"Typ",1,"AboveAvg","Detchd",1921,"Unf",1,186,"BelowAvg","Avg","Y",192,0,102,0,NA,NA,NA,0,7,2009,"WD",154900
"817",817,"20","RL",85,10628,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,5,1970,1970,"other","Plywood","Plywood","None",0,"Avg","AboveAvg","CBlock","Avg","AboveAvg","Gd","GLQ",778,"Unf",0,499,1277,"GasA","Avg","Y","SBrkr",1277,0,0,1277,1,0,1,0,2,1,"Avg",5,"Typ",1,"BelowAvg","Attchd",1970,"Unf",2,526,"Avg","Avg","Y",0,0,176,0,NA,"GdWo",NA,0,4,2007,"WD",167000
"818",818,"90","RL",80,8000,NA,"Reg","Lvl","Corner","Gtl","NAmes","Artery","Duplex","1Story",5,4,1961,1961,"Gable","BrkFace","BrkFace","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,1800,1800,"GasA","AboveAvg","N","SBrkr",1800,0,0,1800,0,0,2,0,6,2,"Avg",10,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,NA,NA,NA,0,7,2007,"WD",141000
"819",819,"50","RM",60,5790,NA,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story",3,6,1915,1950,"other","VinylSd","VinylSd","None",0,"AboveAvg","AboveAvg","CBlock","BelowAvg","Avg","No","Unf",0,"Unf",0,840,840,"GasA","AboveAvg","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"Avg",8,"Typ",0,NA,"Detchd",1915,"Unf",1,379,"Avg","Avg","Y",0,0,202,0,NA,NA,NA,0,5,2010,"WD",107400
"820",820,"30","RL",58,9098,NA,"IR1","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,7,1920,2002,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","Avg","Avg","Mn","ALQ",348,"Unf",0,180,528,"GasA","AboveAvg","Y","SBrkr",605,0,0,605,1,0,1,0,2,1,"Avg",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,144,0,NA,NA,NA,0,7,2007,"WD",86000
"821",821,"120","RM",NA,3072,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","VinylSd","VinylSd","BrkFace",18,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1375,1375,"GasA","AboveAvg","Y","SBrkr",1414,0,0,1414,0,0,2,0,2,1,"AboveAvg",6,"Typ",1,"Avg","Attchd",2004,"Fin",2,398,"Avg","Avg","Y",144,20,0,0,NA,NA,NA,0,5,2006,"WD",178740
"822",822,"50","RL",55,7264,NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",7,7,1925,2007,"Gable","Wd Sdng","Wd Sdng","None",0,"AboveAvg","AboveAvg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,952,952,"other","AboveAvg","N","SBrkr",952,596,0,1548,0,0,2,1,3,1,"AboveAvg",5,"Typ",0,NA,"Detchd",1978,"Unf",2,672,"Avg","Avg","Y",74,0,144,0,NA,NA,NA,0,10,2009,"WD",205000
